x,y
6.564129649,142.2714384
4.550598641,65.65915236
4.059182811,40.73841266
4.869744272,84.00249491
5.058128525,94.57355568
5.185821933,88.06333832
5.602372128,102.6122364
3.958151368,55.69810258
6.057255194,117.0736673
4.373813629,66.72115053
4.6550549,66.65148928
5.358615886,78.09359364
6.354751412,128.3828829
6.318008966,122.3249238
5.110708702,70.54821795
6.670639905,142.8869886
4.662490217,71.20686951
5.48418198,105.3194117
6.254883913,127.893815
4.207346297,56.39922479
5.436103432,76.26921549
4.829320027,68.73286467
4.757851298,59.6732035
4.000337191,59.85932135
6.941213198,138.7448307
5.211345621,76.91158591
4.317433801,56.98464928
4.074927765,57.4877508
3.211637411,46.80032122
5.586053305,107.5331545
3.697132352,53.21521429
3.995435445,39.30891523
4.617841872,61.50847935
5.129632893,82.71821042
5.12280718,69.85309651
2.770387232,46.57682729
4.967312449,84.53410321
4.026423804,52.06616191
6.190489797,114.315838
5.799730986,100.3366529
5.240058564,83.11643085
4.918712939,64.64165223
5.425383029,82.23593887
3.057731235,48.65924884
4.565742895,38.89661686
4.04701788,47.56409919
4.231905025,48.6038048
5.544191459,98.74724102
5.31708392,92.59170783
4.742535407,74.74929057
4.566006369,66.81703465
2.688631993,26.83551152
4.395596586,56.41930778
5.018175844,77.49472033
5.44221295,88.5038801
5.615349457,95.53935809
4.993647197,67.79587259
3.956334023,55.14528993
6.517767762,132.8403835
5.085879015,91.37861671
5.74774188,94.85486939
6.631397031,119.7927339
5.186180791,85.60409328
5.555756917,84.75165188
5.064805388,91.23647324
2.707421823,31.66385854
4.412113143,72.2322951
6.776640555,135.4122646
5.521888064,83.78650638
6.195126249,106.6463446
3.904375797,29.40524928
4.591780423,86.14037068
6.966929331,149.2634828
5.853498329,119.4488767
5.157624274,74.96863778
4.161645369,75.36440823
5.450171264,97.54035934
4.170318469,62.52737897
4.287569907,50.42746221
6.578410492,130.2254532
4.294563214,66.81582738
4.767017026,54.15199775
3.860720703,60.77683328
2.772534158,41.22734509
5.581952391,94.30822058
4.641696422,75.92440604
5.178336139,67.40137664
4.716013367,65.12397281
5.013426184,84.91281764
5.496024904,97.60009879
3.397578731,34.92054953
4.926672049,84.63902122
5.763412449,110.3791078
5.622239807,97.5908902
5.04486192,91.34547388
5.559880686,100.0232151
3.677657882,40.59341637
4.687400689,55.39818258
5.305037588,92.82124736
4.52847479,55.78695013
4.958424084,96.56520945
5.555724129,106.2794164
3.724246818,29.66489885
5.838508354,103.6173304
4.019896287,42.25071543
6.776824138,124.1185916
4.724248688,79.21144293
3.692171265,45.02520308
3.335001513,33.79579141
5.867181109,109.4265659
4.789127649,51.11641316
3.017155524,32.79219442
6.831244135,112.440062
5.458177449,89.04734213
5.849028148,108.7594346
5.01187373,58.47755608
5.506985197,95.15090887
6.209200227,104.0154682
5.674304291,98.07144569
5.022178259,97.59202875
6.527997911,129.9404796
6.180414047,106.4580756
4.139131994,60.64868416
6.154512605,118.8516609
5.139348061,77.8818184
4.54054476,52.48800835
5.510542571,91.80825381
3.311044606,35.12244095
5.813959722,100.153194
6.065118353,122.0403213
5.882892041,97.14129991
3.724868131,58.53479474
3.570075988,45.72383991
5.781860654,116.8071852
5.419258878,85.14722211
5.358166821,75.29582902
4.994315189,63.78644938
5.656371628,89.08978088
5.054255467,89.27370481
4.912044328,75.1392239
5.451012291,81.70305526
5.225495578,73.83361671
5.868917888,124.6648677
4.039032995,50.17632916
2.584460649,35.9180765
4.28545836,70.37265627
4.232848807,65.16283849
4.562850131,72.55603711
2.066676731,15.85947167
2.784440589,20.88791774
4.625856347,61.83279789
6.3339561,139.1726214
3.931075353,52.46003753
4.742874964,70.6209228
4.382451965,72.66172485
4.685694611,95.77736824
6.197389627,122.6444885
4.966961517,84.65150063
5.0121545,84.81461991
4.078230162,64.99383194
5.487448644,96.92245656
2.589029559,26.34015844
3.714552704,39.2784777
4.386050785,57.05567924
4.04450373,61.15018218
5.210251059,87.21204614
7.432504304,166.3205837
6.427774639,139.5803906
5.533301063,114.6305765
3.876711386,52.22769286
7.55987556,178.3188074
6.340476992,125.084162
4.691637353,56.364715
4.40250955,60.4105425
6.20192191,117.5013639
3.259145766,30.62125221
4.73279559,68.28660612
4.80333972,47.92686643
5.537655606,95.02865028
5.871415073,100.8475766
4.32899054,66.06972955
6.200004188,123.7728554
5.320159351,85.16487182
4.750913121,100.3919255
4.145879003,59.54788829
5.842073925,117.5114868
5.568495483,97.00298684
3.738404802,50.9486246
3.560540783,36.97549401
5.505098155,85.03178275
4.745326758,88.4487427
4.48271057,53.58640277
6.223748243,121.9169018
4.782033076,84.47382231
4.257670793,60.57281332
4.902949259,70.80266682
3.425352508,23.67251793
5.067025326,62.80118108
6.081962636,109.5372065
4.963293775,70.86292458
5.175132795,80.68665949
4.974253494,90.19970062
4.449889847,53.62429075
4.358981009,43.71739495
5.949436625,122.3965526
3.264004307,26.42321549
4.741160812,69.72938558
5.546968679,103.8718213
4.694097186,59.40351894
5.835301679,107.4681701
6.926805489,144.1091788
5.91526063,100.9482054
6.144760032,114.1390857
3.22023533,48.39536724
4.640739401,70.20423173
4.147460248,44.37349154
3.585005855,21.17332592
4.759998972,66.01696107
3.579239319,33.36374603
4.808615312,69.48066139
4.367341409,68.92905813
3.662674533,42.72531103
3.79091413,45.61065365
4.048121738,57.35705138
6.436868265,142.7268025
3.907718728,63.24596614
3.76405855,47.33352844
4.171040257,56.94306586
2.774067074,34.90080089
2.964340614,24.91775825
4.138304405,53.94112726
5.799188081,100.8128477
4.617850953,67.88650083
4.483270493,67.51930897
5.733668307,97.4896538
6.48176485,125.2569915
4.423995803,65.20064249
4.925258437,80.93998184
4.95743662,65.03688907
4.495571101,45.66463309
6.391960858,131.3315461
4.91300517,96.59526642
4.80453486,83.26114407
5.643002367,103.5132008
3.17212012,22.24601769
4.992878744,82.63317845
4.978096019,74.27627684
6.449648342,151.8321635
5.698299402,95.42891217
5.608501111,82.60720645
4.384852638,56.24490219
4.843930138,90.28722905
4.883715971,83.96674852
6.068225722,104.4893673
4.284982165,41.37852337
4.684478725,66.76391815
4.178303544,53.21375749
4.280681592,50.57872052
5.371442146,77.56087302
5.64100461,105.7994382
4.944888698,86.75582595
6.46336045,136.5122406
4.593448188,81.82409733
4.357300559,52.03837729
3.710328339,47.15372774
4.062466576,48.22869366
4.006878143,49.66916616
4.056055665,53.19182837
6.433549114,121.5514782
3.299382399,31.74983934
3.997528337,22.9711055
2.984451241,37.28982754
5.115326292,75.96366546
5.064422326,74.45278092
4.70873395,71.21936978
5.432623151,97.85694787
5.70026812,100.6221299
5.188924099,83.93830978
4.732831419,65.42510681
6.076197325,112.7331952
7.315628435,151.5118331
5.363119743,103.248804
4.264694972,52.50650141
4.849404929,72.06283355
3.629264008,32.36175929
4.703765623,71.88571636
4.503054193,53.85942375
3.009293875,24.29074544
2.882643135,35.69798342
4.096163354,58.71232068
4.267411626,44.53603428
3.737191915,41.85484043
4.85355602,67.37903258
7.225877685,147.0331439
5.378107986,78.71050327
3.858974006,53.58854435
4.865218792,78.18996115
5.208126187,78.10123483
5.857250689,99.04832761
4.154846974,60.97161712
3.988487215,42.46417312
4.937079858,79.41812771
4.084060457,44.54937031
5.399919852,85.93368625
4.356131963,73.80585747
5.114116053,115.7464003
4.530140224,71.0398734
4.834896205,66.49459879
5.043320881,57.56101958
4.845909552,87.1529237
5.308433689,89.09665898
5.308342319,98.20888673
5.328442695,90.96906698
6.323162372,119.2735052
5.94215959,108.2234839
3.88859601,49.43588611
4.232280954,67.31638132
6.820834696,131.7495341
5.838433378,111.6206532
4.313877359,57.93292298
6.421456117,131.4341605
4.122121406,45.92400795
5.213976879,86.97863757
6.479675192,136.435902
3.878409561,47.95622972
4.587849152,72.56983708
5.695253488,94.53659714
6.527157593,129.7852415
5.23185827,98.04590751
4.383645674,69.83903516
5.664562043,106.4018425
5.447822168,100.2747487
6.195520768,129.280265
4.612573233,64.86674929
7.470466054,165.6706963
5.573605857,92.9097928
7.361733139,170.5690056
3.730895996,45.3513341
4.624303733,49.29604606
4.856492516,75.43950266
4.532249292,85.60647839
4.164409971,60.20832698
4.148207744,64.186353
5.05963863,77.24157541
4.731430812,82.29739471
5.202599986,83.11861042
5.953580225,111.9690915
7.022051384,158.5145982
3.442008731,13.25912438
4.895644471,78.72472116
5.422324706,93.74454371
5.271307019,74.33087005
3.276835225,23.12430816
4.679100688,75.52338269
4.692309202,57.58656301
3.892678006,38.94028879
5.145958181,93.42077676
5.949328189,94.63471006
4.605986918,53.58560941
5.380107672,99.77418432
4.803193986,88.66611372
4.886742405,60.87056962
5.394105735,98.54358493
4.280075587,67.07206128
5.217153781,70.72269772
4.120802809,64.09007875
5.455676939,82.904292
5.312016874,80.66916541
4.571423457,59.18199372
6.243724914,132.7595698
6.087769201,119.3922652
5.484005113,81.91751963
7.427204408,160.9035697
4.752877689,66.21743607
6.207428578,103.8457814
3.568450778,54.02955845
5.345535908,88.53954872
4.492272119,68.36903949
4.85634906,60.93969424
3.68797597,38.71743023
4.984366624,79.65887921
5.755122164,83.89463875
5.490487553,89.17782672
4.599141446,83.65704007
5.119116241,74.80638646
6.641723075,128.6308306
5.707350664,97.59023148
6.07531943,109.3896191
4.385980749,67.9364603
4.768875217,69.50192439
4.564704813,48.03758037
5.27092338,97.14144656
5.026552962,93.59861902
5.077319228,85.00756463
4.606239195,70.26414882
6.370212415,110.8033811
5.01110773,102.5033093
6.471778271,124.1745255
4.773540762,49.19170074
4.652432596,89.4013532
4.442446545,57.62191177
5.18090257,83.55793441
3.888408596,42.08638488
4.757023576,60.73739569
6.214436975,110.7135327
5.984002934,110.3399529
4.394013939,46.779259
4.009275172,50.85813526
4.951109882,58.24727854
4.97614014,71.1285616
5.141727817,82.82623676
3.803113121,44.90778621
6.510347364,117.8290358
5.115812942,81.32418546
6.253087363,123.3724009
3.89582084,32.78887545
6.686067683,130.5513619
4.791125075,64.26536804
5.768396376,91.6431381
5.957995473,121.2405611
6.296519978,110.5691102
7.104594355,145.465529
1.98216565,10.87988687
6.54467495,118.8246879
4.862738381,74.53245208
3.341712653,45.01951637
5.554193636,93.34475168
6.810235972,130.8822521
5.753150972,97.78834083
6.792003622,166.9656315
4.786744625,73.80416463
4.577116131,61.77773176
3.794201298,51.11733511
3.459739295,35.51741644
6.044682824,113.2118436
6.387006194,111.1226537
5.16987437,91.18664396
4.58045413,68.15027581
3.259434423,29.44228177
4.527081321,42.96054127
4.550593753,74.62655254
6.247768168,115.180868
3.095415096,32.24482715
4.514362257,52.36413642
5.513918731,86.86337465
4.178515107,46.79674805
3.907901143,47.89512235
5.256918191,85.82160747
6.037132608,126.8423925
6.570751186,142.4116643
6.458307204,120.0991229
6.202016019,117.0564575
5.139145753,81.03563406
6.076899381,109.8648679
5.236210973,89.38822221
4.586745425,71.92313888
6.729026539,139.1732895
5.628089211,97.91244524
4.951656522,81.6462278
4.874591087,68.41188147
5.571462349,103.607646
6.098281633,105.7352243
3.614901025,28.49788007
7.926623952,191.7693162
6.641236066,151.9680449
6.004640417,106.9579416
4.054830569,48.62339273
5.736395471,107.3376546
5.304449412,86.8118528
4.154427247,73.18164275
6.160679489,125.6198163
6.460121146,140.5218875
5.721494003,87.86037877
5.233924604,66.94747009
5.880195718,97.82689899
5.518347251,91.22638102
5.808350693,103.5608423
3.756832055,53.02016959
4.192682638,54.85410476
7.222608527,155.7969357
4.17027334,53.65355575
4.043091861,49.77508243
4.51899108,54.75674488
4.550234945,57.77035047
4.060845738,55.31428146
3.529498235,35.96756484
5.223849777,87.87448418
7.33970197,167.4858507
4.759281668,60.4698467
6.21133399,109.1686594
2.866431002,28.1226777
5.01312753,79.72285678
5.946765384,96.64415315
5.836976449,100.7338712
4.283408543,68.01590805
3.985717469,41.3541695
4.769862922,78.79550943
4.706523334,65.44557203
4.835936746,73.85701987
5.117733958,91.43650242
4.177771993,59.05697294
3.513846801,36.89998939
4.975866851,74.55196736
3.813744835,42.03945191
5.051835746,69.19734865
4.996185658,73.93375998
4.792003008,79.23970368
4.645253662,52.05882187
3.702685399,44.45711227
5.401253068,95.22160443
6.78590998,147.2568579
4.795913371,65.16115224
5.532830489,102.1827169
6.361496359,128.8935347
5.048151868,83.7433665
3.620923998,35.47201495
5.94187049,107.8912094
7.724878792,194.2219921
4.870595288,73.51242142
5.186311856,95.13220313
4.956621502,75.47143565
3.993715155,28.53547385
5.052365237,81.17581629
3.512215521,31.56513522
6.152382253,112.4100314
4.21653937,52.10634434
4.795033081,62.47216241
4.660590792,58.42271194
5.617125989,84.8991841
4.019074838,28.42520627
5.284114006,93.32583594
7.886531252,193.8377246
5.287732202,88.86959602
5.564542515,101.2509171
3.78700289,48.91525043
5.28595078,89.657525
6.922202347,152.2758184
6.491174419,115.8268212
3.901164863,45.0126839
4.767047134,70.15413371
5.271432636,90.14836395
7.233612339,157.0402769
4.324516075,48.24567266
5.812244452,109.2524788
5.769097126,93.36691216
6.197266782,122.9414238
5.382431302,79.17511332
5.100503381,80.99299834
4.639292971,40.47648886
4.865027558,70.75864531
4.706564671,72.31286456
5.404955805,93.7430919
5.498416468,104.6044817
5.130488028,65.80335193
5.025447896,58.13350523
4.000264778,33.32173375
4.274537607,57.30975495
4.611471589,76.18081326
4.145758783,51.88622028
4.918645372,82.49398475
5.044278772,61.28289011
6.45452281,121.4340399
4.202513103,60.77764782
3.448668631,47.97013755
5.518452938,92.53775984
5.515306319,96.88271442
4.643964634,76.49542275
4.874784912,50.46102666
2.789306624,21.37011009
4.632333811,83.31539577
4.454512879,57.3020992
4.745254189,80.20310824
5.058498403,72.33963962
4.831787647,70.03469777
4.861773459,66.54945983
2.139266492,16.4864175
4.487262752,39.06411143
5.577433465,89.0225745
5.236828078,86.57846029
5.097854875,102.8883672
5.79025741,93.50207292
5.453006007,83.58827871
6.148146275,118.4183689
5.898831592,90.53552219
5.941730176,103.5476757
5.672972269,97.17639965
5.599495519,100.8824848
5.469137304,86.09156294
4.690434243,64.23145733
4.274544354,70.7031266
4.337629866,61.14997923
4.7514724,80.303163
4.262704535,65.48646462
5.052984076,80.25904994
6.74619151,148.7187279
3.870155036,32.27386087
4.929394865,76.79841927
5.713809875,91.85010867
6.112230038,111.9658035
5.395042609,62.8292391
4.163393994,55.26665049
4.61690612,81.16915305
5.3659825,87.51016657
5.765420707,103.3785266
4.648672328,85.2271553
7.453728379,167.1569436
5.306060243,104.5997583
4.557711414,62.95766204
4.610361461,59.85102976
6.774578592,144.4475857
5.558305534,106.6075457
5.557509005,100.8884843
3.96933139,44.19134868
5.214704289,90.98782116
5.201933079,83.13705354
5.016118069,67.97126469
4.185994206,57.03608074
6.054594047,122.17308
6.443262505,123.1688192
7.698994947,193.279588
4.492199233,59.04972795
5.422797244,100.0078484
5.278038062,88.59618326
6.097510709,127.1264244
5.18884782,72.63181682
4.269273038,62.55889192
6.480805846,113.0524941
5.328739433,85.41385646
4.806575816,55.36600041
5.195070901,96.2302443
5.402893003,76.85268277
3.555610969,36.36188921
5.048230279,68.82232757
3.617160058,57.09207849
5.39937676,78.39895448
5.428503115,81.93714406
6.164586298,115.8691903
6.226395478,125.439287
4.612800876,67.9571741
6.628992746,127.2135059
3.015403715,18.59646723
5.595037717,102.2598475
4.701253849,58.13591264
4.404665007,48.31465199
3.662829333,47.2750882
6.274081382,116.0400791
3.659506857,37.88126953
5.672710698,94.9069243
5.069057638,67.4806687
5.116077874,77.70049121
5.533836849,97.16838829
3.042326668,21.46699728
4.569461458,60.05627796
5.254914279,80.53841571
3.610704282,29.12064417
4.248618454,52.72380848
4.743994597,98.09207466
7.396408639,151.150209
4.044555678,32.17712573
5.621018914,95.83755851
5.049066051,65.69173241
7.006336165,161.4182076
5.569295816,91.67688249
4.806282907,66.09489749
6.854148298,145.6842772
5.570389713,95.7408591
4.532837829,70.91198434
4.403151774,42.07744008
4.015633067,40.5329366
5.983702871,113.1494783
5.659672128,90.53591062
5.988561951,98.45351359
5.662351822,86.96569325
4.215808938,57.08836829
5.109024296,79.77483081
6.733412227,151.4445411
2.820504918,33.72180285
4.263071432,55.42872696
3.185137552,37.21189832
4.473194273,54.73547944
5.022709491,83.27851022
4.547809861,77.40064244
5.174333933,82.86948038
5.823008738,110.5012758
4.134808304,58.05436283
5.378743157,94.89086038
5.023427273,58.47132376
6.275375253,132.9299453
5.39292749,95.66541761
3.243015274,45.16521965
5.424835019,76.11876535
3.954740896,52.03747123
5.13428543,81.15819196
4.833186737,73.12346351
3.500920292,43.99035852
5.740462932,96.21306289
3.312969133,28.61249997
5.497546548,106.0493798
5.819596036,109.6454589
4.043796628,66.23136415
5.666833368,99.20363064
3.451986406,50.0403414
4.433115945,59.6732166
5.935673243,86.6277617
5.911909811,120.4274902
4.81158732,73.20483822
4.690307064,79.55250203
3.404903491,33.53097731
4.752974911,68.5036069
3.969201764,42.51406246
5.653913667,106.1983214
5.861290557,97.27467898
6.119112385,117.8079182
6.494165375,136.9487481
6.661874863,149.1977162
5.259412001,98.25424896
5.240878055,90.45729679
4.216786523,57.78103163
5.705741835,72.65048453
5.327589189,91.9177941
4.801772739,76.42077778
6.162550128,116.1333522
5.099628822,95.55078515
5.967663034,110.0328565
5.245724875,74.55332585
5.612021914,64.01773803
3.889486938,31.43822072
6.09027186,109.0144199
3.963851095,49.66219379
4.880291567,84.33163228
6.271744827,116.8146264
2.245143979,14.29928444
5.561112543,103.033794
5.162501392,86.87343314
5.668895441,98.8998652
3.93174375,40.61625678
4.652187465,61.12955479
6.074393873,112.5057325
4.255182585,73.70040143
2.998184816,41.43765523
5.922524734,111.0887117
4.354252529,57.84575742
4.33447363,62.84155232
4.173943559,56.98871211
6.558618343,141.0794759
4.256065311,47.01736924
5.821998397,98.22950266
5.281266314,95.59970926
5.106126359,83.845281
4.027749369,50.02257913
5.790812552,114.201822
5.304804177,82.07151884
5.249070973,93.84270869
4.199246293,38.28722909
3.102204583,24.22709874
4.217307589,49.91926479
5.999540729,105.5123673
6.450914922,133.2605713
5.213950841,64.85459603
6.18911461,107.5382467
4.080740903,43.57625073
5.28658743,93.87122368
3.963981596,52.18816702
4.683145033,79.90180111
6.479332507,130.1556549
6.768243628,139.2687206
5.780710921,82.90903072
3.153278401,32.66918965
5.553179881,81.3704504
5.249379419,89.45637111
6.134765467,112.2726863
3.915586883,62.04504616
4.184056888,57.43128229
4.5238685,60.12294211
4.906735895,64.18817954
5.005937009,89.08735493
4.040155937,41.1633976
5.232097337,76.8564482
3.11810102,30.34694304
5.313283643,98.36506685
4.9687879,67.29665284
4.156841116,40.22510489
5.501903672,97.29556119
5.744442019,116.0754845
4.435857819,70.12081027
3.60645263,40.82072868
5.805643488,92.55843801
4.696654791,49.38733088
5.599086738,90.70168415
4.93653422,63.54532651
4.62422369,62.20561841
6.609089007,133.31118
4.001106365,36.18249307
4.49124713,58.70061852
4.095899156,57.53040432
4.932523587,71.69885129
6.267021285,127.2939848
6.187564407,119.1894086
4.375791069,72.27078925
3.132238384,42.59292153
3.6352279,25.81915609
3.06128629,37.20554428
6.271258573,119.2151215
4.590385134,64.51366514
5.473298207,97.1199262
6.602356032,132.9379025
5.275468177,89.08979626
5.861564218,104.988376
5.356385799,105.7207776
4.497243194,74.08333139
6.55586204,125.0785579
4.736292236,61.61630713
4.305071918,48.60500922
2.963778714,9.222010813
3.457421919,45.46581491
5.497830107,84.2886092
3.431361734,38.34982845
5.550802046,95.66108117
4.221416898,51.56913946
4.265961945,49.77770551
3.89196256,47.45570395
4.760378263,79.54412465
4.370059037,48.05209463
4.153218872,34.37504802
5.780372937,106.4876081
4.200910897,59.23897227
5.169153356,75.89138663
5.854379505,102.4269671
7.111437375,153.1968951
4.658609053,57.35148467
4.432811197,68.66190476
3.960596564,44.32883473
4.21265712,48.91111517
6.377878137,134.1451475
7.188331904,157.3358102
5.274785359,84.18930141
3.838937638,47.14532616
3.594092386,35.53588308
3.005051866,19.1151856
7.028286728,151.7040869
4.537241342,71.78706371
